Plant Name,Image File Name,Source URL,Status
Fiddleneck,Fiddleneck.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amsinckia_tessellata_7741.JPG/960px-Amsinckia_tessellata_7741.JPG,Downloaded
Butter and Eggs,Butter_and_Eggs.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/542354433/large.jpg,Downloaded
Rosinweed,Rosinweed.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Cup_plant.jpg/960px-Cup_plant.jpg,Downloaded
Hummingbird Trumpet,Hummingbird_Trumpet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Campsis_radicans_-_Trumpet_Creeper.jpg/960px-Campsis_radicans_-_Trumpet_Creeper.jpg,Downloaded
Crimson Monkeyflower,Crimson_Monkeyflower.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Mimulus_cardinalis_flower_2003-03-12.jpg/960px-Mimulus_cardinalis_flower_2003-03-12.jpg,Downloaded
Seep Monkeyflower,Seep_Monkeyflower.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mimulus_guttatus_5639.JPG/960px-Mimulus_guttatus_5639.JPG,Downloaded
Scarlet Bush Monkeyflower,Scarlet_Bush_Monkeyflower.jpg,,FAILED
Keckiella,Keckiella.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Kebr_001_lhp.jpg,Downloaded
Yellow Bush Penstemon,Yellow_Bush_Penstemon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Penstemon_fruticosus_15248.JPG/960px-Penstemon_fruticosus_15248.JPG,Downloaded
Apache Plume,Apache_Plume.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Fallugia_paradoxa_2017.jpg/960px-Fallugia_paradoxa_2017.jpg,Downloaded
Cliffrose,Cliffrose.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Purshia_stansburiana_2.jpg/960px-Purshia_stansburiana_2.jpg,Downloaded
Desert Lavender,Desert_Lavender.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Hyptis_emoryi.jpg/960px-Hyptis_emoryi.jpg,Downloaded
Pearly Everlasting,Pearly_Everlasting.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Anapahlis_margaritacea.jpg/960px-Anapahlis_margaritacea.jpg,Downloaded
Woolly Paintbrush,Woolly_Paintbrush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Blechnum_spicant.jpg/960px-Blechnum_spicant.jpg,Downloaded
Indian Warrior,Indian_Warrior.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Pedicularis_densiflora_mt._diablo.JPG/960px-Pedicularis_densiflora_mt._diablo.JPG,Downloaded
Sea Fig,Sea_Fig.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Ficus_carica_L%2C_1771.jpg,Downloaded
Spectacle Pod,Spectacle_Pod.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Dimorphocarpa_wislizeni_Warner_Valley_UT.jpg/960px-Dimorphocarpa_wislizeni_Warner_Valley_UT.jpg,Downloaded
Valley Oak,Valley_Oak.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Valley_Oak_Mount_Diablo.jpg/960px-Valley_Oak_Mount_Diablo.jpg,Downloaded
California Black Oak,California_Black_Oak.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/25409011/large.jpeg,Downloaded
Blue Oak,Blue_Oak.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Large_Blue_Oak.jpg/960px-Large_Blue_Oak.jpg,Downloaded
California Buckeye,California_Buckeye.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Aesculus_californica_Mt_Burdell.jpg/960px-Aesculus_californica_Mt_Burdell.jpg,Downloaded
Pacific Madrone,Pacific_Madrone.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Arbutus_menziesii_5822.JPG/960px-Arbutus_menziesii_5822.JPG,Downloaded
California Bay Laurel,California_Bay_Laurel.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Umbellularia_californica_02.jpg,Downloaded
Gray Pine,Gray_Pine.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Skuleskogen_pine.jpg/960px-Skuleskogen_pine.jpg,Downloaded
Coulter Pine,Coulter_Pine.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Culter_pine_cone.jpg/960px-Culter_pine_cone.jpg,Downloaded
Knobcone Pine,Knobcone_Pine.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Pinus_attenuata1_Shultzc.jpg/960px-Pinus_attenuata1_Shultzc.jpg,Downloaded
White Alder,White_Alder.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/55405328/large.jpeg,Downloaded
Big-leaf Maple,Big_leaf_Maple.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Acer_macrophyllum_1199.jpg/960px-Acer_macrophyllum_1199.jpg,Downloaded
Pacific Dogwood,Pacific_Dogwood.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/2338_PacificDogwood.jpg/960px-2338_PacificDogwood.jpg,Downloaded
California Ash,California_Ash.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Wood_ash.jpg/960px-Wood_ash.jpg,Downloaded
Tanoak,Tanoak.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Lithocarpus_densiflorus_leaves2.jpg/960px-Lithocarpus_densiflorus_leaves2.jpg,Downloaded
Western Juniper,Western_Juniper.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Juniperus_osteosperma_1.jpg/960px-Juniperus_osteosperma_1.jpg,Downloaded
Blue Palo Verde,Blue_Palo_Verde.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/PaloVerdeNuclearGeneratingStation.jpg/960px-PaloVerdeNuclearGeneratingStation.jpg,Downloaded
Desert Ironwood,Desert_Ironwood.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Olneya_tesota-_leaves.jpg/960px-Olneya_tesota-_leaves.jpg,Downloaded
California Wild Ginger,California_Wild_Ginger.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Zingiber_zerumbet_03.JPG/960px-Zingiber_zerumbet_03.JPG,Downloaded
Coral Bells,Coral_Bells.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/San_Gabriel_Mountains_coralbells.jpg/960px-San_Gabriel_Mountains_coralbells.jpg,Downloaded
Mountain Pennyroyal,Mountain_Pennyroyal.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/17872/large.jpg,Downloaded
Coyote Mint,Coyote_Mint.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Monardella_villosa_ssp._franciscana.jpg/960px-Monardella_villosa_ssp._franciscana.jpg,Downloaded
Purple Needlegrass,Purple_Needlegrass.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Nassellapulchra.jpg,Downloaded
Deer Grass,Deer_Grass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Ornamental_Grass_%283052146417%29.jpg/960px-Ornamental_Grass_%283052146417%29.jpg,Downloaded
Blue Wild Rye,Blue_Wild_Rye.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Elymus_glaucus.jpg/960px-Elymus_glaucus.jpg,Downloaded
Salt Grass,Salt_Grass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Spartina_alterniflora.jpg/960px-Spartina_alterniflora.jpg,Downloaded
California Cord Grass,California_Cord_Grass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Spartina_alterniflora.jpg/960px-Spartina_alterniflora.jpg,Downloaded
Tule,Tule.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Schoenoplectus_acutus_var_occidentalis_BB-1913.png/960px-Schoenoplectus_acutus_var_occidentalis_BB-1913.png,Downloaded
Common Cattail,Common_Cattail.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Bulrush_%28Typha_latifolia%29_%288139113636%29.jpg/960px-Bulrush_%28Typha_latifolia%29_%288139113636%29.jpg,Downloaded
Pacific Rush,Pacific_Rush.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Pacific_Ocean_-_en.png,Downloaded
Meadow Barley,Meadow_Barley.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hordeum_marinum_plants.jpg/960px-Hordeum_marinum_plants.jpg,Downloaded
Indian Ricegrass,Indian_Ricegrass.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Achnatherum_hymenoides_-_Ricegrass.jpg,Downloaded
One-sided Bluegrass,One_sided_Bluegrass.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Poasecunda.jpg,Downloaded
Pacific Fescue,Pacific_Fescue.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Fr%C3%BChling_bl%C3%BChender_Kirschenbaum.jpg/960px-Fr%C3%BChling_bl%C3%BChender_Kirschenbaum.jpg,Downloaded
Slender Hairgrass,Slender_Hairgrass.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Deschampsia_elongata_NRCS-1.jpg,Downloaded
Mesa Sedge,Mesa_Sedge.jpg,,FAILED
Spikerush,Spikerush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Eleocharis_acicularis.jpeg/960px-Eleocharis_acicularis.jpeg,Downloaded
Western Sword Fern,Western_Sword_Fern.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/412744739/large.jpeg,Downloaded
Goldback Fern,Goldback_Fern.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/302400/large.jpg,Downloaded
California Polypody,California_Polypody.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Mentzelialindleyi.jpg/960px-Mentzelialindleyi.jpg,Downloaded
Five-finger Fern,Five_finger_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Pruszkowski_Fern_flower.jpg,Downloaded
Silverback Fern,Silverback_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Pityrogramma_calomelanos_-_Gannu03_-_228638684.jpeg/960px-Pityrogramma_calomelanos_-_Gannu03_-_228638684.jpeg,Downloaded
Coffee Fern,Coffee_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Maragogipe_Coffee.jpg/960px-Maragogipe_Coffee.jpg,Downloaded
Bird's-foot Fern,Bird_s_foot_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/%28MHNT%29_Lotus_corniculatus_-_Plant_habit.jpg/960px-%28MHNT%29_Lotus_corniculatus_-_Plant_habit.jpg,Downloaded
Bracken Fern,Bracken_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Pteridium_aquilinum_nf.jpg,Downloaded
Lady Fern,Lady_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Athyrium_filix-femina0.jpg/960px-Athyrium_filix-femina0.jpg,Downloaded
Rock Brake,Rock_Brake.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/82820550/large.jpg,Downloaded
California Lace Fern,California_Lace_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Aspidotis_densa_5982.JPG/960px-Aspidotis_densa_5982.JPG,Downloaded
Cloak Fern,Cloak_Fern.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Southwestern_False_Cloak_Fern_%2838373216052%29.jpg/960px-Southwestern_False_Cloak_Fern_%2838373216052%29.jpg,Downloaded
Horsetail,Horsetail.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/Equisetum_telmateia%2C_Ireland_1_-_Ragnhild_%26_Neil_Crawford.jpg,Downloaded
California Spikenard,California_Spikenard.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Aralia_californica_leaf.jpg,Downloaded
Cow Parsnip,Cow_Parsnip.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Heracleum_lanatum_from_High_Trail.jpg/960px-Heracleum_lanatum_from_High_Trail.jpg,Downloaded
Snowdrop Bush,Snowdrop_Bush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Styrax_officinalis_tree.JPG/960px-Styrax_officinalis_tree.JPG,Downloaded
Spicebush,Spicebush.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Spicebush_%284506720062%29.jpg,Downloaded
Bush Anemone,Bush_Anemone.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Carpenteria_californica.jpg/960px-Carpenteria_californica.jpg,Downloaded
Mission Manzanita,Mission_Manzanita.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/ManzanitaShrubBranches_wb.jpg,Downloaded
Bigpod Ceanothus,Bigpod_Ceanothus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ceanothus_americanus.jpg/960px-Ceanothus_americanus.jpg,Downloaded
Deer Brush,Deer_Brush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Ceanothus_integerrimus_04.jpg/960px-Ceanothus_integerrimus_04.jpg,Downloaded
Chaparral Currant,Chaparral_Currant.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Agarita%2C_Agrito%2C_Algerita_%28Mahonia_trifoliolata%29.jpg,Downloaded
Squaw Bush,Squaw_Bush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Cornus_amomum_flowers_01.JPG/960px-Cornus_amomum_flowers_01.JPG,Downloaded
Spiny Redberry,Spiny_Redberry.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Rhamnus_crocea_1.jpg/960px-Rhamnus_crocea_1.jpg,Downloaded
Hairy Yerba Santa,Hairy_Yerba_Santa.jpg,https://upload.wikimedia.org/wikipedia/commons/2/27/YerbaBuena2ftTall.jpg,Downloaded
Prickly Phlox,Prickly_Phlox.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Leptodactylon_watsonii.jpg,Downloaded
Inside-out Flower,Inside_out_Flower.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Magnolia_grandiflora_-_flower_1.jpg/960px-Magnolia_grandiflora_-_flower_1.jpg,Downloaded
Coyote Tobacco,Coyote_Tobacco.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Nicotiana_attenuata_4.jpg/960px-Nicotiana_attenuata_4.jpg,Downloaded
Datura,Datura.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Sacred_datura_%28Datura_wrightii%29_%2814212557338%29.jpg/960px-Sacred_datura_%28Datura_wrightii%29_%2814212557338%29.jpg,Downloaded
Catclaw Acacia,Catclaw_Acacia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Acacia_greggii_thorns.jpg/960px-Acacia_greggii_thorns.jpg,Downloaded
Burrobrush,Burrobrush.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ca/Hymenocleamonogyra.jpg,Downloaded
Desert Broom,Desert_Broom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Baccharissarothroides.JPG/960px-Baccharissarothroides.JPG,Downloaded
Desert Holly,Desert_Holly.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Prunus_ilicifolia_ne1.jpg/960px-Prunus_ilicifolia_ne1.jpg,Downloaded
Cheesebush,Cheesebush.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Hymenoclea_salsola_close.jpg/960px-Hymenoclea_salsola_close.jpg,Downloaded
Goldenhead,Goldenhead.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Acamptopappus_shockleyi_7.jpg/960px-Acamptopappus_shockleyi_7.jpg,Downloaded
Parish's Goldeneye,Parish_s_Goldeneye.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/GoldeneyeEstate.jpg/960px-GoldeneyeEstate.jpg,Downloaded
Desert Trumpet,Desert_Trumpet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Eriogonum_inflatum_1.jpg/960px-Eriogonum_inflatum_1.jpg,Downloaded
Silver Cholla,Silver_Cholla.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Cylindropuntia_kleiniae.jpg,Downloaded
Barrel Cactus,Barrel_Cactus.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Echinocactus_grusonii_1.jpg,Downloaded
Buckhorn Cholla,Buckhorn_Cholla.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Cylindropuntia_kleiniae.jpg,Downloaded
Coast Cholla,Coast_Cholla.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Cylindropuntia_bernardina_14141037.jpg/960px-Cylindropuntia_bernardina_14141037.jpg,Downloaded
Mojave Aster,Mojave_Aster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Joshua_Tree_National_Park_flowers_-_Xylorhiza_tortifolia_-_6.JPG/960px-Joshua_Tree_National_Park_flowers_-_Xylorhiza_tortifolia_-_6.JPG,Downloaded
Desert Aster,Desert_Aster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Symphyotrichum_novae-angliae3.jpg/960px-Symphyotrichum_novae-angliae3.jpg,Downloaded
Spanish Bayonet,Spanish_Bayonet.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/122618669/large.jpg,Downloaded
Shaw's Agave,Shaw_s_Agave.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Agave_shawii_38540611.jpg/960px-Agave_shawii_38540611.jpg,Downloaded
California Fan Palm,California_Fan_Palm.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Washingtonia_filifera.jpg/960px-Washingtonia_filifera.jpg,Downloaded
Hesper Palm,Hesper_Palm.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Brahea_dulcis.jpg/960px-Brahea_dulcis.jpg,Downloaded
Desert Senna,Desert_Senna.jpg,https://static.inaturalist.org/photos/74497845/large.jpg,Downloaded
Cat's Claw Mimosa,Cat_s_Claw_Mimosa.jpg,,FAILED
Honey Mesquite,Honey_Mesquite.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Mezquites_en_Jes%C3%BAs_Mar%C3%ADa%2C_Aguascalientes_08.jpg/960px-Mezquites_en_Jes%C3%BAs_Mar%C3%ADa%2C_Aguascalientes_08.jpg,Downloaded
Screwbean Mesquite,Screwbean_Mesquite.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Mezquites_en_Jes%C3%BAs_Mar%C3%ADa%2C_Aguascalientes_08.jpg/960px-Mezquites_en_Jes%C3%BAs_Mar%C3%ADa%2C_Aguascalientes_08.jpg,Downloaded
Foxtail Cactus,Foxtail_Cactus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Pelecyphora_strobiliformis.jpg/960px-Pelecyphora_strobiliformis.jpg,Downloaded
Sea Rocket,Sea_Rocket.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/C_edentula.jpg/960px-C_edentula.jpg,Downloaded
Scarlet Gilia,Scarlet_Gilia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Ipomopsis_aggregata_5908.JPG/960px-Ipomopsis_aggregata_5908.JPG,Downloaded
Brown-eyed Evening Primrose,Brown_eyed_Evening_Primrose.jpg,https://static.inaturalist.org/photos/767749/large.jpg,Downloaded
Desert Blazingstar,Desert_Blazingstar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mentzelia_multiflora.jpg/960px-Mentzelia_multiflora.jpg,Downloaded
Tansy Phacelia,Tansy_Phacelia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Phacelia_tanacetifolia_in_bloom%2C_Souris%2C_PEI%2C_July_2025.jpg/960px-Phacelia_tanacetifolia_in_bloom%2C_Souris%2C_PEI%2C_July_2025.jpg,Downloaded
White Layia,White_Layia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Layia_platyglossa_Tidy-Tips%21_%28hortulus%29_001.jpg/960px-Layia_platyglossa_Tidy-Tips%21_%28hortulus%29_001.jpg,Downloaded
Fremont's Tidytips,Fremont_s_Tidytips.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Layia_fremontii.jpg/960px-Layia_fremontii.jpg,Downloaded
Canyon Clarkia,Canyon_Clarkia.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Clarkiaepilobioides.jpg,Downloaded
Winecup Clarkia,Winecup_Clarkia.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/Clarkia_purpurea_M._hart.png,Downloaded
Elegant Clarkia,Elegant_Clarkia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Clarkia_unguiculata.jpg/960px-Clarkia_unguiculata.jpg,Downloaded
Farewell-to-Spring,Farewell_to_Spring.jpg,(existing),Skipped (existing)
Hillside Pea,Hillside_Pea.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Lathyrus_sylvestris1.jpg,Downloaded
Pacific Pea,Pacific_Pea.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/2381/large.jpg,Downloaded
Broad-leaf Lupine,Broad_leaf_Lupine.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Lupinus_latifolius_5800.JPG/960px-Lupinus_latifolius_5800.JPG,Downloaded
Deer Clover,Deer_Clover.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Trifolium_pratense_-_Keila2.jpg/960px-Trifolium_pratense_-_Keila2.jpg,Downloaded
Purple Owl's Clover,Purple_Owl_s_Clover.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/79_Trifolium_repens_L.jpg,Downloaded
Parish's Poppy,Parish_s_Poppy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Eschschparishii.jpg/960px-Eschschparishii.jpg,Downloaded
Parish's Phacelia,Parish_s_Phacelia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Phacelia_tanacetifolia_7735.JPG/960px-Phacelia_tanacetifolia_7735.JPG,Downloaded
Woolly Phacelia,Woolly_Phacelia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Blechnum_spicant.jpg/960px-Blechnum_spicant.jpg,Downloaded
Caterpillar Phacelia,Caterpillar_Phacelia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Phacelia_cicutaria_001.jpg/960px-Phacelia_cicutaria_001.jpg,Downloaded
Scarlet Pimpernel,Scarlet_Pimpernel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flowers_March_2008-19.jpg/960px-Flowers_March_2008-19.jpg,Downloaded
Wild Mustard,Wild_Mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mustard_plant_flower.jpg/960px-Mustard_plant_flower.jpg,Downloaded
Red-stem Filaree,Red_stem_Filaree.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Erodium_cicutarium_whole_plant.jpg/960px-Erodium_cicutarium_whole_plant.jpg,Downloaded
White-stem Filaree,White_stem_Filaree.jpg,https://static.inaturalist.org/photos/3084700/large.jpg,Downloaded
Foxtail Barley,Foxtail_Barley.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Hordeum_jubatum_-_close-up_%28aka%29.jpg/960px-Hordeum_jubatum_-_close-up_%28aka%29.jpg,Downloaded
Wild Oats,Wild_Oats.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/268294240/large.jpeg,Downloaded
Ripgut Brome,Ripgut_Brome.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/131068365/large.jpeg,Downloaded
Cheatgrass,Cheatgrass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Bromus_tectorum_%E2%80%94_Flora_Batava_%E2%80%94_Volume_v13.jpg/960px-Bromus_tectorum_%E2%80%94_Flora_Batava_%E2%80%94_Volume_v13.jpg,Downloaded
Italian Ryegrass,Italian_Ryegrass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Lolium_perenne_Engels_raaigras_doorschietend.jpg/960px-Lolium_perenne_Engels_raaigras_doorschietend.jpg,Downloaded
Annual Bluegrass,Annual_Bluegrass.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Poa_annua.jpeg,Downloaded
Bermuda Grass,Bermuda_Grass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Cynodon_dactylon_2.jpg/960px-Cynodon_dactylon_2.jpg,Downloaded
Kikuyu Grass,Kikuyu_Grass.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Starr_020911-0028_Pennisetum_clandestinum.jpg/960px-Starr_020911-0028_Pennisetum_clandestinum.jpg,Downloaded
Hottentot Fig,Hottentot_Fig.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Hottentot_Fig_-_Flowering.jpg/960px-Hottentot_Fig_-_Flowering.jpg,Downloaded
Freeway Ice Plant,Freeway_Ice_Plant.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Hottentot_Fig_-_Flowering.jpg/960px-Hottentot_Fig_-_Flowering.jpg,Downloaded
Cape Ivy,Cape_Ivy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Starr-090519-8088-Delairea_odorata-flowers_and_leaves-Kula-Maui_%2824325129764%29.jpg/960px-Starr-090519-8088-Delairea_odorata-flowers_and_leaves-Kula-Maui_%2824325129764%29.jpg,Downloaded
English Ivy,English_Ivy.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Hedera_helix_Dover.jpg/960px-Hedera_helix_Dover.jpg,Downloaded
Pampas Grass,Pampas_Grass.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/173109660/large.jpg,Downloaded
Giant Reed,Giant_Reed.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Reeds%2C_Reeds%2C_Reeds._-_geograph.org.uk_-_366871.jpg,Downloaded
Tamarisk,Tamarisk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Tamarix_aphylla.jpg/960px-Tamarix_aphylla.jpg,Downloaded
Tree of Heaven,Tree_of_Heaven.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/G%C3%B6tterbaum_%28Ailanthus_altissima%29.jpg,Downloaded
Eucalyptus (Blue Gum),Eucalyptus_Blue_Gum.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Eucalyptus_globulus_subsp._maidenii.jpg,Downloaded
Eucalyptus (Lemon),Eucalyptus_Lemon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Corymbia_citriodora.jpg/960px-Corymbia_citriodora.jpg,Downloaded
Periwinkle,Periwinkle.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Vinca_%28Catharanthus_roseus%29_cultivada_em_Bag%C3%A9%2C_RS%2C_Brasil_-_55231652268.jpg/960px-Vinca_%28Catharanthus_roseus%29_cultivada_em_Bag%C3%A9%2C_RS%2C_Brasil_-_55231652268.jpg,Downloaded
Common Fennel,Common_Fennel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Foeniculum_July_2011-1a.jpg/960px-Foeniculum_July_2011-1a.jpg,Downloaded
Wild Artichoke Thistle,Wild_Artichoke_Thistle.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Artichoke_J1.jpg/960px-Artichoke_J1.jpg,Downloaded
